Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms
Glen Waverley,2 Cherry St,5,h,1285000,S,Ray,19/08/2017,16.7,3150,5,2,1,651,124,1970,Monash City Council,-37.8656,145.15034,Eastern Metropolitan,15321,7
Highett,13 Train St,5,h,1225000,S,Buxton,19/08/2017,16,3190,5,2,2,506,210,1950,Bayside City Council,-37.94708,145.04056,Southern Metropolitan,4794,7
South Morang,3 McArthurs Rd,5,h,597000,S,Ray,19/08/2017,20.5,3752,5,3,2,582,175,2000,Whittlesea City Council,-37.62292,145.09507,Northern Metropolitan,7969,8
Vermont,84 Centre Rd,5,h,1300000,S,Noel,19/08/2017,17.2,3133,5,2,2,891,177,1980,Maroondah City Council,-37.83691,145.21269,Eastern Metropolitan,4181,7
Vermont South,10 Shearers Ct,5,h,1360000,S,Biggin,19/08/2017,17.2,3133,5,3,2,882,212,1970,Whitehorse City Council,-37.85995,145.18579,Eastern Metropolitan,4280,8
Wantirna South,79 Somes St,5,h,1235000,S,Barry,19/08/2017,14.7,3152,5,3,2,634,294,2000,Knox City Council,-37.88634,145.21601,Eastern Metropolitan,7082,8
Williamstown,54 Victoria St,5,h,2550000,PI,Williams,19/08/2017,6.8,3016,5,2,2,840,244,1910,Hobsons Bay City Council,-37.8633,144.88871,Western Metropolitan,6380,7
Aberfeldie,10 Caroline St,5,h,1830000,S,Rendina,23/09/2017,7.5,3040,5,4,4,730,373,2014,Moonee Valley City Council,-37.7595,144.89427,Western Metropolitan,1543,9
Balwyn,12 Belmore Rd,5,h,2580000,PI,Marshall,23/09/2017,7.9,3103,5,5,2,621,575,2009,Boroondara City Council,-37.80199,145.06486,Southern Metropolitan,5682,10
Camberwell,3 Wiringa Av,5,h,2800000,VB,Marshall,23/09/2017,7.7,3124,5,2,2,768,254,1990,Boroondara City Council,-37.83825,145.08163,Southern Metropolitan,8920,7
Croydon,6 Webster Av,5,h,1180000,S,Barry,23/09/2017,23,3136,5,3,3,857,285,2012,Maroondah City Council,-37.79773,145.26956,Eastern Metropolitan,11925,8
New Gisborne,71 Hamilton Rd,5,h,1355000,S,Raine,23/09/2017,48.1,3438,5,3,5,44500,44515,,Macedon Ranges Shire Council,-37.45392,144.58864,Northern Victoria,849,8
Reservoir,19 Smith St,5,h,1000000,VB,Ray,23/09/2017,12,3073,5,2,6,892,361,2004,Darebin City Council,-37.70176,145.0118,Northern Metropolitan,21650,7
Sunbury,3 Paperbark Av,5,h,675000,S,YPA,23/09/2017,31.7,3429,5,3,2,615,208,2000,Hume City Council,-37.59115,144.72581,Western Metropolitan,14092,8
Wantirna South,7 Cathies La,5,h,1180000,S,Ray,23/09/2017,14.7,3152,5,2,4,738,258,1980,Knox City Council,-37.86328,145.21477,Eastern Metropolitan,7082,7
Wheelers Hill,2 Wattleglade Ct,5,h,1660000,S,Ray,23/09/2017,16.7,3150,5,2,2,790,291,1990,Monash City Council,-37.90001,145.18688,South-Eastern Metropolitan,7392,7
Balwyn North,1 Hosken St,5,h,2800000,S,Marshall,26/08/2017,9.7,3104,5,2,2,1173,0,1960,Boroondara City Council,-37.80385,145.09094,Southern Metropolitan,7809,7
Bentleigh East,16 Bevis St,5,h,1800000,VB,Gary,26/08/2017,13.8,3165,5,3,3,697,243,1960,Glen Eira City Council,-37.91865,145.05418,Southern Metropolitan,10969,8
Box Hill,13 Cunningham St,5,h,1900000,PI,Buxton,26/08/2017,10.9,3128,5,3,2,613,133,1955,Whitehorse City Council,-37.82703,145.12938,Eastern Metropolitan,4605,8
Brighton East,375 South Rd,5,h,1650000,SP,Hodges,26/08/2017,10.3,3187,5,2,5,773,275,1950,Bayside City Council,-37.93203,145.02844,Southern Metropolitan,6938,7
Cheltenham,78 Albenca St,5,h,1300000,VB,Buxton,26/08/2017,17.9,3192,5,2,2,1006,213,1970,Bayside City Council,-37.97404,145.07541,Southern Metropolitan,9758,7
Cranbourne,48 Majestic Bvd,5,h,720008,SP,O'Brien,26/08/2017,34.7,3977,5,3,2,528,204,2006,Casey City Council,-38.08902,145.29006,South-Eastern Metropolitan,7680,8
Croydon,9 Columbia Av,5,h,1188000,S,hockingstuart,26/08/2017,23,3136,5,2,2,864,294,1980,Maroondah City Council,-37.79546,145.27002,Eastern Metropolitan,11925,7
Croydon,19 Sevenoaks Av,5,h,905000,S,Barry,26/08/2017,23,3136,5,2,2,1005,185,1960,Maroondah City Council,-37.78466,145.27326,Eastern Metropolitan,11925,7
Dandenong North,22 Pinewood Av,5,h,600000,PI,Biggin,26/08/2017,24.7,3175,5,2,1,608,146,1960,Greater Dandenong City Council,-37.96171,145.20122,South-Eastern Metropolitan,8322,7
Essendon,54 Cooper St,5,h,2335000,SP,Barry,26/08/2017,7.5,3040,5,2,6,1012,222,1915,Moonee Valley City Council,-37.74967,144.8977,Western Metropolitan,9264,7
Kew,16 Hodgson St,5,h,3450000,PI,Kay,26/08/2017,5.4,3101,5,2,2,668,0,2006,Boroondara City Council,-37.80795,145.01474,Southern Metropolitan,10331,7
Melton,21D Yuille St,5,h,710000,PI,Ryder,26/08/2017,31.7,3337,5,2,2,1670,280,2000,Melton City Council,-37.67813,144.59292,Western Victoria,3600,7
Templestowe Lower,50 Caroline Dr,5,h,1400000,S,Barry,26/08/2017,12.4,3107,5,3,2,717,310,1963,Manningham City Council,-37.7663,145.1132,Eastern Metropolitan,5420,8
Balwyn North,57 Cityview Rd,5,h,3870000,PI,Noel,7/10/2017,9.7,3104,5,4,4,660,430,2011,Boroondara City Council,-37.78899,145.07913,Southern Metropolitan,7809,9
Camberwell,16 Crellin Gr,5,h,2235000,SP,Buxton,7/10/2017,7.7,3124,5,3,1,600,291,1935,Boroondara City Council,-37.84265,145.08199,Southern Metropolitan,8920,8
Eltham,36 John St,3,h,1560000,S,Fletchers,7/10/2017,18,3095,5,2,2,1463,265,1999,Banyule City Council,-37.72047,145.14964,Eastern Metropolitan,6990,7
Lower Plenty,68 Rosehill Rd,5,h,2287500,S,Morrison,7/10/2017,14.6,3093,5,3,2,4786,309,2000,Banyule City Council,-37.73565,145.12246,Eastern Metropolitan,1624,8
Mentone,2 Daly Ct,5,h,1150000,VB,Barry,7/10/2017,20,3194,5,3,2,685,241,1975,Kingston City Council,-37.97761,145.07659,South-Eastern Metropolitan,6162,8
Montmorency,48 Para Rd,5,h,850000,S,Barry,7/10/2017,16.2,3094,5,2,2,1007,183,1950,Banyule City Council,-37.72196,145.1134,Eastern Metropolitan,3891,7
Newport,7 Mirls St,5,h,1570000,PI,Williams,7/10/2017,6.2,3015,5,2,1,374,222,1930,Hobsons Bay City Council,-37.84507,144.8792,Western Metropolitan,5498,7
Point Cook,82 Yuruga Bvd,5,h,940000,S,LJ,7/10/2017,14.7,3030,5,2,2,529,320,2009,Wyndham City Council,-37.90486,144.7436,Western Metropolitan,15542,7
Balwyn,1 Northcote Av,5,h,3600000,VB,Fletchers,14/10/2017,7.9,3103,5,4,3,611,437,2017,Boroondara City Council,-37.8184,145.08624,Southern Metropolitan,5682,9
Brunswick,75 Rose St,5,h,1150000,VB,Nelson,14/10/2017,5.2,3056,5,3,1,320,176,1920,Moreland City Council,-37.75587,144.95246,Northern Metropolitan,11918,8
Croydon,30 Allendale Rd,5,h,880000,SP,Jellis,14/10/2017,23,3136,5,2,2,983,200,1975,Maroondah City Council,-37.79189,145.29661,Eastern Metropolitan,11925,7
Glen Waverley,14 Campbell St,5,h,2670000,S,Ray,14/10/2017,16.7,3150,5,4,2,788,418,2015,Monash City Council,-37.8693,145.17012,Eastern Metropolitan,15321,9
Mount Waverley,24 Princetown Rd,5,h,2820000,S,Fletchers,14/10/2017,14.2,3149,5,5,2,695,487,2016,Monash City Council,-37.8814,145.12711,Eastern Metropolitan,13366,10
Oakleigh,175 Atherton Rd,5,h,1828000,PI,Ray,14/10/2017,12.3,3166,5,3,4,667,337,2017,Monash City Council,-37.90037,145.10281,Southern Metropolitan,3224,8
Roxburgh Park,16 Pickersgill Cr,5,h,675000,S,Ray,14/10/2017,20.6,3064,5,3,2,517,318,1998,Hume City Council,-37.63746,144.91719,Northern Metropolitan,5833,8
Sunshine North,376 Ballarat Rd,5,h,750000,PI,RW,14/10/2017,10.5,3020,5,3,3,561,114,1960,Brimbank City Council,-37.77863,144.84554,Western Metropolitan,4217,8
Balwyn,8 Yarrbat Av,5,h,3350000,S,Fletchers,21/10/2017,7.9,3103,5,4,2,600,401,2011,Boroondara City Council,-37.80984,145.08321,Southern Metropolitan,5682,9
Bentleigh East,3 Greenview Ct,5,h,2055000,S,Buxton,21/10/2017,13.8,3165,5,5,2,675,395,2017,Glen Eira City Council,-37.93633,145.07342,Southern Metropolitan,10969,10
Brunswick,20 Downs St,5,h,1530000,S,Nelson,21/10/2017,5.2,3056,5,2,2,467,181,1915,Moreland City Council,-37.75607,144.95562,Northern Metropolitan,11918,7
Bundoora,71 Settlement Rd,5,h,918000,SP,Barry,21/10/2017,12.1,3083,5,2,2,807,154,1960,Banyule City Council,-37.6972,145.05135,Northern Metropolitan,10175,7
Maribyrnong,18 Valnere St,5,h,970000,PI,Biggin,21/10/2017,4.3,3032,5,2,2,515,150,1960,Maribyrnong City Council,-37.78461,144.88474,Western Metropolitan,4918,7
Wheelers Hill,36 Chancellor Dr,5,h,1050000,SP,Bekdon,21/10/2017,16.7,3150,5,2,3,708,152,1973,Monash City Council,-37.9158,145.1811,South-Eastern Metropolitan,7392,7
Balwyn,19 Head St,5,h,3320000,PI,Marshall,28/10/2017,7.9,3103,5,4,2,673,448,2013,Boroondara City Council,-37.80198,145.06523,Southern Metropolitan,5682,9
Balwyn North,211 Doncaster Rd,5,h,1683000,S,VICPROP,28/10/2017,9.7,3104,5,3,4,603,210,1955,Boroondara City Council,-37.79414,145.08591,Southern Metropolitan,7809,8
Balwyn North,5 Mary St,5,h,3225000,S,hockingstuart,28/10/2017,9.7,3104,5,4,2,646,408,2016,Boroondara City Council,-37.79799,145.10165,Southern Metropolitan,7809,9
Balwyn North,9 Tannock St,5,h,1730000,S,Purplebricks,28/10/2017,9.7,3104,5,2,4,643,248,1955,Boroondara City Council,-37.79064,145.09463,Southern Metropolitan,7809,7
Bentleigh,31 Gilmour Rd,5,h,2478000,S,Jellis,28/10/2017,11.4,3204,5,3,2,697,697,2016,Glen Eira City Council,-37.93087,145.04172,Southern Metropolitan,6795,8
Blackburn South,28 Samuel Rd,5,h,1955000,S,Ray,28/10/2017,13.4,3130,5,3,2,587,350,2012,Whitehorse City Council,-37.84489,145.1454,Eastern Metropolitan,4387,8
Brighton East,5 Chapman St,5,h,2000000,VB,Marshall,28/10/2017,10.3,3187,5,2,2,604,239,1935,Bayside City Council,-37.92824,145.00922,Southern Metropolitan,6938,7
Brunswick,56 Barrow St,5,h,2020000,S,hockingstuart,28/10/2017,5.2,3056,5,3,1,382,192,1900,Moreland City Council,-37.75996,144.96994,Northern Metropolitan,11918,8
Camberwell,36 Morey St,5,h,2540000,S,Marshall,28/10/2017,7.7,3124,5,3,2,730,332,2009,Boroondara City Council,-37.84159,145.09606,Southern Metropolitan,8920,8
Coburg North,141 Elizabeth St,5,h,1190000,S,Jellis,28/10/2017,6.7,3058,5,3,2,460,253,2013,Darebin City Council,-37.73108,144.98351,Northern Metropolitan,3445,8
Dallas,184 Dallas Dr,5,h,695000,PI,Stockdale,28/10/2017,14,3047,5,3,3,591,281,2008,Hume City Council,-37.66746,144.9395,Northern Metropolitan,2246,8
Dandenong North,26 Blaxland Dr,5,h,775000,S,Boutique,28/10/2017,24.7,3175,5,3,2,736,170,1975,Greater Dandenong City Council,-37.94059,145.20472,South-Eastern Metropolitan,8322,8
Dingley Village,22 Bayville Dr,5,h,1526000,S,Buxton,28/10/2017,22.2,3172,5,3,2,544,292,2016,Kingston City Council,-37.98665,145.12308,South-Eastern Metropolitan,3940,8
Hadfield,58 Sutherland St,5,h,1077500,S,Stockdale,28/10/2017,11.2,3046,5,3,2,604,245,1950,Moreland City Council,-37.70618,144.94787,Northern Metropolitan,2606,8
Highett,24 View St,5,h,1776000,S,Hodges,28/10/2017,16,3190,5,3,2,501,312,2015,Bayside City Council,-37.94996,145.0452,Southern Metropolitan,4794,8
Keilor Downs,35 Stockwell Cr,4,h,900000,PI,Brad,28/10/2017,15.5,3038,5,3,5,821,249,1998,Brimbank City Council,-37.71415,144.79239,Western Metropolitan,3656,8
Kew East,41 White Av,5,h,2375000,VB,Jellis,28/10/2017,7.3,3102,5,3,2,570,325,2013,Boroondara City Council,-37.79341,145.04075,Southern Metropolitan,2671,8
Malvern East,33 Grant St,5,h,6125000,S,Marshall,28/10/2017,8.4,3145,5,3,2,1384,340,1982,Stonnington City Council,-37.87181,145.05288,Southern Metropolitan,8801,8
Mill Park,7 Carlita Cl,5,h,800000,S,Barry,28/10/2017,17.9,3082,5,2,1,652,210,1985,Whittlesea City Council,-37.67339,145.06935,Northern Metropolitan,10529,7
Mitcham,3 Nara Rd,5,h,1230000,PI,Noel,28/10/2017,17.2,3132,5,3,2,676,320,1972,Whitehorse City Council,-37.81042,145.20852,Eastern Metropolitan,6871,8
Pakenham,9 Colonial Wy,5,h,490000,S,FN,28/10/2017,47.3,3810,5,2,2,756,214,2006,Cardinia Shire Council,-38.08086,145.47282,Eastern Victoria,17384,7
Surrey Hills,2 Elwood St,5,h,2325000,VB,Jellis,28/10/2017,10.2,3127,5,3,4,923,317,1977,Boroondara City Council,-37.83297,145.10195,Southern Metropolitan,5457,8
Doncaster,172 George St,5,h,1350000,PI,Barry,4/11/2017,12.4,3108,5,2,3,770,230,1980,Manningham City Council,-37.78,145.1425,Eastern Metropolitan,9028,7
Frankston,115 Heatherhill Rd,5,h,655888,S,Bowman,4/11/2017,38,3199,5,3,4,564,250,1983,Frankston City Council,-38.1605,145.1487,South-Eastern Metropolitan,17055,8
Greenvale,20 Inverie Ct,5,h,735000,SP,RW,4/11/2017,20.4,3059,5,3,2,743,283,2005,Hume City Council,-37.6444,144.9081,Northern Metropolitan,4864,8
Warrandyte,8 Alan Pl,5,h,1162000,S,Barry,4/11/2017,21.1,3113,5,3,2,1070,300,1985,Manningham City Council,-37.7447,145.1988,Eastern Metropolitan,2003,8
Brighton,26 Brickwood St,5,h,4400000,VB,Marshall,11/11/2017,10.5,3186,5,4,2,710,429,2015,Bayside City Council,-37.8936,144.9982,Southern Metropolitan,10579,9
Doncaster,4 Koolkuna Av,5,h,1500000,VB,Jellis,11/11/2017,12.4,3108,5,3,3,930,135,1965,Manningham City Council,-37.79,145.1186,Eastern Metropolitan,9028,8
Fitzroy,25 Brunswick St,5,h,2790000,S,Nelson,11/11/2017,2.1,3065,5,2,2,304,184,1881,Yarra City Council,-37.8065,144.9768,Northern Metropolitan,5825,7
Glen Waverley,13 Avendon Bvd,5,h,1950000,S,Jellis,11/11/2017,16.7,3150,5,4,2,480,334,1999,Monash City Council,-37.8785,145.1529,Eastern Metropolitan,15321,9
Mount Waverley,468 Waverley Rd,5,h,1300000,VB,Jellis,11/11/2017,14.2,3149,5,3,2,716,171,1967,Monash City Council,-37.8861,145.1379,Eastern Metropolitan,13366,8
Oak Park,15 Watt Av,5,h,1390000,S,Jellis,11/11/2017,11.2,3046,5,4,4,792,330,1925,Moreland City Council,-37.7194,144.9283,Northern Metropolitan,2651,9
Surrey Hills,2 Russell St,5,h,3075000,PI,Jellis,11/11/2017,10.2,3127,5,2,2,902,393,2009,Boroondara City Council,-37.8269,145.1009,Southern Metropolitan,5457,7
Templestowe Lower,11 Oak Cr,5,h,1506000,S,McGrath,11/11/2017,12.4,3107,5,3,3,669,225,1980,Manningham City Council,-37.7691,145.1202,Eastern Metropolitan,5420,8
Wantirna South,5 Fewster Dr,5,h,1250000,S,OBrien,11/11/2017,14.7,3152,5,2,2,704,202,1980,Knox City Council,-37.8833,145.2247,Eastern Metropolitan,7082,7
Yallambie,21 Lowan Av,5,h,990000,S,Buckingham,11/11/2017,12.7,3085,5,3,2,510,0,1985,Banyule City Council,-37.7204,145.1088,Northern Metropolitan,1369,8
Aberfeldie,2 Knight St,5,h,1825000,VB,Nelson,18/11/2017,7.5,3040,5,2,2,691,301,1925,Moonee Valley City Council,-37.756,144.9002,Western Metropolitan,1543,7
Ascot Vale,93 Epsom Rd,5,h,1325000,S,Nelson,18/11/2017,4.3,3032,5,3,2,601,256,1920,Moonee Valley City Council,-37.7773,144.9119,Western Metropolitan,6567,8
Balwyn North,57 Cityview Rd,5,h,4050000,S,Noel,18/11/2017,9.7,3104,5,4,4,660,461,2012,Boroondara City Council,-37.789,145.0791,Southern Metropolitan,7809,9
Brighton,15 Newbay Cr,5,h,5150000,PI,Buxton,18/11/2017,10.5,3186,5,3,4,662,513,2005,Bayside City Council,-37.9059,144.992,Southern Metropolitan,10579,8
Brunswick East,54 Kingfisher Gdns,5,h,1475000,PI,Jellis,18/11/2017,4,3057,5,4,2,216,298,2001,Moreland City Council,-37.7646,144.9826,Northern Metropolitan,5533,9
Camberwell,643 Riversdale Rd,5,h,2230000,SP,Marshall,18/11/2017,7.7,3124,5,2,3,572,215,1918,Boroondara City Council,-37.8326,145.0685,Southern Metropolitan,8920,7
Canterbury,125 Canterbury Rd,5,h,3230000,S,Marshall,18/11/2017,8.4,3126,5,3,3,1053,313,1925,Boroondara City Council,-37.8231,145.0744,Southern Metropolitan,3265,8
Cheltenham,4 Courtney St,5,h,1495000,S,Hodges,18/11/2017,17.9,3192,5,2,3,557,166,1950,Bayside City Council,-37.9695,145.0593,Southern Metropolitan,9758,7
Donvale,23 Powers St,5,h,1440000,S,Barry,18/11/2017,16.1,3111,5,2,2,704,280,1994,Manningham City Council,-37.7741,145.18,Eastern Metropolitan,4790,7
Elwood,22 Burns St,5,h,3200000,VB,Chisholm,18/11/2017,7.2,3184,5,3,2,433,138,1910,Port Phillip City Council,-37.8819,144.9934,Southern Metropolitan,8989,8
Glen Iris,30 Beryl St,5,h,2625000,VB,Jellis,18/11/2017,7.3,3146,5,2,2,718,280,1990,Boroondara City Council,-37.8522,145.0864,Southern Metropolitan,10412,7
Glen Waverley,2 Louise Ct,5,h,2202000,S,Ray,18/11/2017,16.7,3150,5,3,2,745,288,2004,Monash City Council,-37.8689,145.1546,Eastern Metropolitan,15321,8
Greenvale,1 Haddington Cr,5,h,1020000,VB,Barry,18/11/2017,20.4,3059,5,2,2,981,301,1990,Hume City Council,-37.6529,144.8888,Northern Metropolitan,4864,7
Hampton,24 Gordon St,5,h,4500000,VB,Marshall,18/11/2017,13.8,3188,5,2,4,1088,324,1990,Bayside City Council,-37.9304,144.9973,Southern Metropolitan,5454,7
Heathmont,5 Bronaldi St,5,h,820000,PI,Woodards,18/11/2017,21.3,3135,5,3,2,695,292,1965,Maroondah City Council,-37.8326,145.2533,Eastern Metropolitan,3794,8
Hillside,24 Wellington Dr,5,h,680000,PI,Barry,18/11/2017,18,3037,5,3,2,710,273,1998,Brimbank City Council,-37.6843,144.7357,Western Metropolitan,5556,8
Lalor,2 Orchid Ct,5,h,591000,S,HAR,18/11/2017,16.3,3075,5,1,2,636,0,1980,Whittlesea City Council,-37.6701,145.005,Northern Metropolitan,8279,6
Maribyrnong,13 Bream St,5,h,1725000,SP,Biggin,18/11/2017,4.3,3032,5,2,2,474,294,2010,Maribyrnong City Council,-37.7634,144.8859,Western Metropolitan,4918,7
Eltham,9 Regina Ct,5,h,955000,PI,Buckingham,25/11/2017,18,3095,5,2,2,1082,240,1980,Banyule City Council,-37.6956,145.1609,Eastern Metropolitan,6990,7
Eltham,45 Stanley Av,5,h,1500000,PI,Morrison,25/11/2017,18,3095,5,4,2,842,368,1950,Banyule City Council,-37.7084,145.1563,Eastern Metropolitan,6990,9
Glen Waverley,9 Alimar Rd,5,h,1863000,PI,Noel,25/11/2017,16.7,3150,5,2,2,790,238,1980,Monash City Council,-37.8842,145.1732,Eastern Metropolitan,15321,7
Glenroy,29 Sadie St,5,h,939000,S,Barry,25/11/2017,11.2,3046,5,2,3,775,208,1960,Moreland City Council,-37.6994,144.9428,Northern Metropolitan,8870,7
Kew,17 Hartington St,5,h,2900000,VB,Jellis,25/11/2017,5.4,3101,5,2,2,920,241,1900,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan,10331,7
South Morang,6 Jindabyne Av,5,h,810000,S,Stockdale,25/11/2017,20.5,3752,5,3,2,832,255,2009,Whittlesea City Council,-37.6414,145.0838,Northern Metropolitan,7969,8
Wantirna South,6 Newry Cl,5,h,1205000,S,Barry,25/11/2017,14.7,3152,5,2,2,695,242,2005,Knox City Council,-37.8827,145.2405,Eastern Metropolitan,7082,7
Balwyn,10 Myambert Av,5,h,4600000,VB,Fletchers,6/01/2018,7.9,3103,5,5,2,1242,313,1952,Boroondara City Council,-37.81654,145.07165,Southern Metropolitan,5682,10
Bayswater,1 Valma St,5,h,822000,PI,iTRAK,6/01/2018,23.2,3153,5,3,6,721,185,1980,Knox City Council,-37.8506,145.25909,Eastern Metropolitan,5030,8
Blackburn North,22 Charlton St,5,h,1570000,S,Noel,6/01/2018,13.4,3130,5,4,6,870,172,1970,Whitehorse City Council,-37.80554,145.15549,Eastern Metropolitan,2867,9
Deepdene,914 Burke Rd,5,h,3080000,S,Harcourts,6/01/2018,7.9,3103,5,2,2,833,370,2012,Boroondara City Council,-37.81454,145.06008,Southern Metropolitan,892,7
Essendon,46 Salmon Av,5,h,2200000,S,Nelson,6/01/2018,7.5,3040,5,3,2,664,242,1930,Moonee Valley City Council,-37.74294,144.915,Western Metropolitan,9264,8
Frankston,3 Frawley St,5,h,840000,SP,hockingstuart,6/01/2018,38,3199,5,3,2,925,155,1960,Frankston City Council,-38.14774,145.14612,South-Eastern Metropolitan,17055,8
Hillside,66 Royal Cr,5,h,700000,S,Prof.,6/01/2018,18,3037,5,2,2,727,244,1999,Brimbank City Council,-37.68359,144.74067,Western Metropolitan,5556,7
Kew East,21 Baker Av,5,h,2300000,VB,Jellis,6/01/2018,7.3,3102,5,2,3,650,265,1950,Boroondara City Council,-37.79246,145.04236,Southern Metropolitan,2671,7
Preston,2 Shakespeare Av,5,h,1455000,S,Nelson,6/01/2018,8.4,3072,5,2,2,619,253,1930,Darebin City Council,-37.73258,145.01356,Northern Metropolitan,14577,7
Rowville,51 Dandelion Dr,5,h,956000,S,Ray,6/01/2018,23.5,3178,5,2,4,725,200,1980,Knox City Council,-37.922,145.25426,South-Eastern Metropolitan,11667,7
Templestowe Lower,90 MacEdon Rd,5,h,1330000,S,McGrath,6/01/2018,12.4,3107,5,2,2,730,207,1960,Manningham City Council,-37.76786,145.11405,Eastern Metropolitan,5420,7
Wantirna South,6 Maringa Cl,5,h,1075000,S,Ray,6/01/2018,14.7,3152,5,2,2,922,279,1984,Knox City Council,-37.87004,145.22082,Eastern Metropolitan,7082,7
Camberwell,23 Acheron Av,5,h,1660000,S,Jellis,9/12/2017,7.7,3124,5,3,2,975,129,1920,Boroondara City Council,-37.84184,145.06585,Southern Metropolitan,8920,8
Glenroy,125 Augustine Tce,5,h,810000,SP,Boran,9/12/2017,11.2,3046,5,3,2,909,342,1990,Moreland City Council,-37.695,144.91038,Northern Metropolitan,8870,8
Hampton East,10 Crest Av,5,h,1700000,VB,Buxton,9/12/2017,13.8,3188,5,3,2,656,320,1996,Bayside City Council,-37.93933,145.02698,Southern Metropolitan,2356,8
Kew,23 Dean St,5,h,3275000,S,Jellis,9/12/2017,5.4,3101,5,5,3,780,350,1890,Boroondara City Council,-37.81549,145.0573,Southern Metropolitan,10331,10
Mill Park,28 Strickland Av,5,h,730000,S,Ray,9/12/2017,17.9,3082,5,2,2,541,150,1985,Whittlesea City Council,-37.66461,145.05494,Northern Metropolitan,10529,7
Port Melbourne,167 Pickles St,5,h,2725000,PI,Marshall,9/12/2017,3.5,3207,5,3,0,249,210,1900,Melbourne City Council,-37.83805,144.94761,Southern Metropolitan,8648,8
Ringwood,13 James St,5,h,1230000,S,Barry,9/12/2017,19.9,3134,5,3,2,591,195,1950,Maroondah City Council,-37.81795,145.22852,Eastern Metropolitan,7785,8
St Albans,25 Harris St,5,h,620000,S,Bells,9/12/2017,14,3021,5,3,2,534,107,1975,Brimbank City Council,-37.75177,144.80173,Western Metropolitan,14042,8
Sunbury,49 Archer Av,5,h,675000,S,Barry,9/12/2017,31.7,3429,5,2,2,724,247,2002,Hume City Council,-37.58588,144.69954,Western Metropolitan,14092,7
Taylors Lakes,45 Salamander Dr,5,h,725000,S,Barry,9/12/2017,15.5,3038,5,3,4,640,269,1998,Brimbank City Council,-37.69102,144.78505,Western Metropolitan,5336,8
Templestowe,9 Wynnewood Ct,5,h,1950000,PI,Noel,9/12/2017,15.5,3106,5,3,2,585,275,1992,Manningham City Council,-37.75644,145.15528,Eastern Metropolitan,6202,8
Williamstown North,3 Myrtle St,5,h,1615000,S,Williams,9/12/2017,6.8,3016,5,2,2,466,203,1910,Hobsons Bay City Council,-37.85593,144.8785,Western Metropolitan,802,7
Upwey,15 Leonard St,5,h,1075000,S,Stockdale,10/02/2018,29.3,3158,5,2,3,1993,195,2009,Yarra Ranges Shire Council,-37.9075,145.3198,Eastern Victoria,2591,7
Wantirna South,26 Aisbett Av,5,h,1371000,S,Barry,10/02/2018,14.7,3152,5,2,2,911,220,2000,Knox City Council,-37.86148,145.2445,Eastern Metropolitan,7082,7
Airport West,78 King St,5,h,1025000,VB,Jellis,20/01/2018,10.4,3042,5,2,3,764,251,1980,Moonee Valley City Council,-37.72282,144.88373,Western Metropolitan,3464,7
Knoxfield,6 Honeypot Cl,5,h,935000,S,Ray,20/01/2018,23.3,3180,5,3,2,528,261,1992,Knox City Council,-37.87515,145.25241,Eastern Metropolitan,2949,8
Ashburton,11 Comas Gr,5,h,2850500,S,Jellis,3/03/2018,10.2,3147,5,2,2,697,317,2013,Boroondara City Council,-37.87132,145.07267,Southern Metropolitan,3052,7
Balwyn,2 Kinsale Cr,5,h,2800000,PI,hockingstuart,3/03/2018,7.9,3103,5,2,2,1105,302,1935,Boroondara City Council,-37.8092,145.10299,Southern Metropolitan,5682,7
Balwyn,20 Nungerner St,5,h,2360000,PI,Fletchers,3/03/2018,7.9,3103,5,2,3,678,178,1930,Boroondara City Council,-37.80596,145.0694,Southern Metropolitan,5682,7
Bentleigh East,1 Vine Ct,5,h,1669000,S,Jellis,3/03/2018,13.8,3165,5,3,2,400,260,2013,Glen Eira City Council,-37.91653,145.05705,Southern Metropolitan,10969,8
Epping,19 Maserati Dr,5,h,670000,S,HAR,3/03/2018,19.6,3076,5,2,2,612,263,2001,Whittlesea City Council,-37.63594,145.03306,Northern Metropolitan,10926,7
Essendon,58a Nimmo St,5,h,1556000,S,Nelson,3/03/2018,7.5,3040,5,3,2,334,277,2016,Moonee Valley City Council,-37.74999,144.89622,Western Metropolitan,9264,8
Langwarrin,12 Cranhaven Rd,5,h,690000,VB,O'Brien,3/03/2018,41,3910,5,3,3,660,265,1991,Frankston City Council,-38.15689,145.18111,Eastern Victoria,8743,8
Malvern East,34 Boston Av,5,h,2260000,S,RT,3/03/2018,8.4,3145,5,2,3,650,199,1925,Stonnington City Council,-37.88144,145.06105,Southern Metropolitan,8801,7
Mordialloc,52 Scarlet St,5,h,1300000,S,Buxton,3/03/2018,21.5,3195,5,3,2,533,241,1985,Kingston City Council,-37.98903,145.09622,South-Eastern Metropolitan,3650,8
South Morang,184 Meridian Dr,5,h,920000,S,HAR,3/03/2018,20.5,3752,5,3,3,557,340,2005,Whittlesea City Council,-37.62387,145.06598,Northern Metropolitan,7969,8
